"Cod_Estabelecimento","Estabelecimento","Cod_UO","UO","NUTS1","NUTS2","NUTS3","Distrito","Conselho","Subsistema_ensino","Tipo_ensino","Cod_curso","Curso","Nivel_forma","Cnaef_cod_grande_grupo","Cnaef_grande_grupo","Cnaef_cod_area_estudo","Cnaef_area_estudo","Cnaef_cod_area_edu_forma","Cnaef_area_edu_forma","Total","Sexo_h","Sexo_m","Estrangeiro","Portugues"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9016","Biotecnologia","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","524","Tecnologia dos Processos Químicos","19","7","12","0","19"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9020","Ciência Política e Relações Internacionais","Licenciatura","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","313","Ciência Política e Cidadania","37","19","18","1","36"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9023","Ciências da Comunicação","Licenciatura","300","Ciências Sociais, Comércio e Direito","320","Informação e Jornalismo","321","Jornalismo e Reportagem","43","15","28","0","43"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9048","Cinema","Licenciatura","200","Artes e Humanidades","210","Artes","213","Áudio-Visuais e Produção dos Media","34","16","18","0","34"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9071","Design de Moda","Licenciatura","200","Artes e Humanidades","210","Artes","214","Design","27","4","23","1","26"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9074","Design Industrial","Licenciatura","200","Artes e Humanidades","210","Artes","214","Design","35","11","24","2","33"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9075","Design Multimédia","Licenciatura","200","Artes e Humanidades","210","Artes","214","Design","42","24","18","0","42"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9081","Economia","Licenciatura","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","314","Economia","34","24","10","0","34"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9089","Engenharia Civil","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","582","Construção Civil e Engenharia Civil","13","12","1","0","13"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9105","Engenharia Electromecânica","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","522","Electricidade e Energia","24","23","1","0","24"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9112","Engenharia Electrotécnica e de Computadores","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","523","Electrónica e Automação","6","6","0","0","6"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9119","Engenharia Informática","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","523","Electrónica e Automação","31","28","3","0","31"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9147","Gestão","Licenciatura","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","345","Gestão e Administração","36","18","18","0","36"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9205","Marketing","Licenciatura","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","342","Marketing e Publicidade","35","19","16","0","35"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9216","Optometria - Ciências da Visão","Licenciatura","700","Saúde e Protecção Social","720","Saúde","725","Tecnologias de Diagnóstico e Terapêutica","43","7","36","0","43"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9219","Psicologia","Licenciatura","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","311","Psicologia","43","7","36","0","43"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9225","Química Industrial","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","524","Tecnologia dos Processos Químicos","8","2","6","0","8"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9240","Sociologia","Licenciatura","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","312","Sociologia e Outros Estudos","27","7","20","0","27"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9251","Tecnologias e Sistemas de Informação","Licenciatura","400","Ciências, Matemática e Informática","480","Informática","481","Ciências Informáticas","18","15","3","1","17"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9257","Arquitectura","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","581","Arquitectura e Urbanismo","51","24","27","1","50"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9267","Ciência Política","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","313","Ciência Política e Cidadania","7","6","1","0","7"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9280","Economia","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","314","Economia","14","7","7","1","13"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9286","Engenharia Informática","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","523","Electrónica e Automação","5","5","0","1","4"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9295","Gestão","Mestrado","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","345","Gestão e Administração","22","12","10","0","22"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9314","Marketing","Mestrado","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","342","Marketing e Publicidade","7","3","4","0","7"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9329","Relações Internacionais","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","313","Ciência Política e Cidadania","6","2","4","0","6"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9337","Arquitectura","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","581","Arquitectura e Urbanismo","3","1","2","0","3"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9339","Economia","Doutoramento","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","314","Economia","1","0","1","0","1"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9340","Gestão","Doutoramento","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","345","Gestão e Administração","5","3","2","0","5"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9342","Matemática","Doutoramento","400","Ciências, Matemática e Informática","460","Matemática e Estatística","461","Matemática","2","2","0","0","2"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9343","Psicologia","Doutoramento","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","311","Psicologia","1","0","1","0","1"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9351","Ciências Biomédicas","Licenciatura","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","37","10","27","0","37"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9360","Engenharia Civil","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","582","Construção Civil e Engenharia Civil","9","6","3","1","8"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9396","Bioquímica","Mestrado","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","16","4","12","0","16"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9399","Biotecnologia","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","524","Tecnologia dos Processos Químicos","14","3","11","0","14"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9420","Engenharia e Gestão Industrial","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","529","Engenharia e Técnicas Afins - programas não classificados noutra área de formação","13","6","7","0","13"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9443","Química Industrial","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","524","Tecnologia dos Processos Químicos","6","2","4","0","6"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9463","Psicologia","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","311","Psicologia","29","4","25","0","29"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9494","Ciências Farmacêuticas","Mestrado","700","Saúde e Protecção Social","720","Saúde","727","Ciências Farmacêuticas","57","17","40","0","57"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9512","Ciências Biomédicas","Mestrado","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","23","14","9","1","22"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9515","Comunicação Estratégica: Publicidade e Relações Públicas","Mestrado","300","Ciências Sociais, Comércio e Direito","340","Ciências Empresariais","342","Marketing e Publicidade","9","3","6","1","8"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9518","Design de Moda","Mestrado","200","Artes e Humanidades","210","Artes","214","Design","13","2","11","6","7"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9519","Design Industrial Tecnológico","Mestrado","200","Artes e Humanidades","210","Artes","214","Design","5","2","3","0","5"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9526","Jornalismo: Imprensa, Rádio e Televisão","Mestrado","200","Artes e Humanidades","210","Artes","213","Áudio-Visuais e Produção dos Media","7","3","4","0","7"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9540","Bioengenharia","Licenciatura","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","524","Tecnologia dos Processos Químicos","11","4","7","0","11"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9569","Engenharia Civil","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","582","Construção Civil e Engenharia Civil","23","15","8","0","23"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9574","Ciências Básicas Farmacêuticas","Licenciatura","700","Saúde e Protecção Social","720","Saúde","727","Ciências Farmacêuticas","42","7","35","1","41"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9707","Ciências do Desporto","Licenciatura","800","Serviços","810","Serviços Pessoais","813","Desporto","61","40","21","0","61"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9813","Medicina","Mestrado","700","Saúde e Protecção Social","720","Saúde","721","Medicina","85","26","59","2","83"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","9918","Estudos Portugueses e Espanhóis","Licenciatura","200","Artes e Humanidades","220","Humanidades","222","Línguas e Literaturas Estrangeiras","20","1","19","0","20"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","M307","Cinema","Mestrado","200","Artes e Humanidades","210","Artes","213","Áudio-Visuais e Produção dos Media","12","11","1","1","11"
"400","Universidade da Beira Interior","400","Universidade da Beira Interior","Continente","Centro","Cova da Beira","Castelo Branco","Covilhã","Público","Universitário","M395","Branding e Design de Moda","Mestrado","200","Artes e Humanidades","210","Artes","214","Design","14","0","14","1","13"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5016","Antropologia","Doutoramento","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","312","Sociologia e Outros Estudos","2","1","1","0","2"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5030","Arquitectura","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","581","Arquitectura e Urbanismo","4","1","3","0","4"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5050","Biologia","Doutoramento","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","28","7","21","1","27"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5063","Bioquímica","Doutoramento","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","14","7","7","0","14"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5102","Antropologia","Doutoramento","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","312","Sociologia e Outros Estudos","2","1","1","1","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5106","Biociências","Doutoramento","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","7","2","5","1","6"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5138","Engenharia Electrotécnica e de Computadores","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","523","Electrónica e Automação","3","3","0","1","2"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5229","Química","Doutoramento","400","Ciências, Matemática e Informática","440","Ciências Físicas","442","Química","2","1","1","0","2"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5262","Engenharia Civil","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","582","Construção Civil e Engenharia Civil","8","7","1","0","8"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5271","Sistemas Sustentáveis de Energia","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","522","Electricidade e Energia","2","2","0","1","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5284","Engenharia Electrotécnica","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","522","Electricidade e Energia","14","10","4","0","14"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5295","Engenharia Geológica","Doutoramento","400","Ciências, Matemática e Informática","440","Ciências Físicas","443","Ciências da Terra","2","1","1","1","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5299","Engenharia Informática","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","523","Electrónica e Automação","8","6","2","2","6"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5303","Engenharia Mecânica","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","521","Metalurgia e Metalomecânica","6","5","1","0","6"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5310","Engenharia Química","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","524","Tecnologia dos Processos Químicos","5","1","4","0","5"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5360","Física","Doutoramento","400","Ciências, Matemática e Informática","440","Ciências Físicas","441","Física","6","2","4","1","5"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5375","Geologia","Doutoramento","400","Ciências, Matemática e Informática","440","Ciências Físicas","443","Ciências da Terra","4","1","3","0","4"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5550","Matemática","Doutoramento","400","Ciências, Matemática e Informática","460","Matemática e Estatística","461","Matemática","1","0","1","0","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5612","Construção Metálica e Mista","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","582","Construção Civil e Engenharia Civil","1","1","0","0","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5720","Química","Doutoramento","400","Ciências, Matemática e Informática","440","Ciências Físicas","442","Química","2","0","2","0","2"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5737","Engenharia de Segurança ao Incêndio","Doutoramento","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","582","Construção Civil e Engenharia Civil","1","1","0","0","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","5799","Sistemas de Transportes","Doutoramento","800","Serviços","840","Serviços de Transporte","840","Serviços de Transporte","1","0","1","0","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6009","Antropologia Social e Cultural","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","312","Sociologia e Outros Estudos","1","1","0","0","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6019","Biodiversidade e Biotecnologia Vegetal","Mestrado","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","9","4","5","0","9"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6022","Biologia Celular e Molecular","Mestrado","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","23","9","14","2","21"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6059","Construção Metálica e Mista","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","580","Arquitectura e Construção","582","Construção Civil e Engenharia Civil","1","1","0","0","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6072","Dinâmicas Sociais, Riscos Naturais e Tecnológicos","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","312","Sociologia e Outros Estudos","2","1","1","1","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6093","Engenharia Geográfica","Mestrado","400","Ciências, Matemática e Informática","440","Ciências Físicas","443","Ciências da Terra","3","1","2","0","3"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6124","Evolução e Biologia Humanas","Mestrado","400","Ciências, Matemática e Informática","420","Ciências da Vida","421","Biologia e Bioquímica","29","7","22","1","28"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6133","Geociências","Mestrado","400","Ciências, Matemática e Informática","440","Ciências Físicas","443","Ciências da Terra","21","16","5","15","6"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6268","Antropologia Médica","Mestrado","300","Ciências Sociais, Comércio e Direito","310","Ciências Sociais e do Comportamento","312","Sociologia e Outros Estudos","8","1","7","1","7"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6295","Engenharia de Software","Mestrado","400","Ciências, Matemática e Informática","480","Informática","481","Ciências Informáticas","7","5","2","0","7"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6449","Ensino de Biologia e de Geologia no 3.º C do Ens Básico e no Ens Secundário","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","145","Formação de Professores de Áreas Disciplinares Específicas","5","1","4","0","5"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6451","Ensino de Matemática no 3.º C. do Ensino Básico e no Secundário","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","145","Formação de Professores de Áreas Disciplinares Específicas","14","3","11","0","14"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6452","Ensino de Física e Química no 3º C. do Ensino Básico e no Ensino Secundário","Mestrado","100","Educação","140","Formação de Professores/Formadores e Ciências da Educação","145","Formação de Professores de Áreas Disciplinares Específicas","5","2","3","0","5"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6484","Design e Multimédia","Mestrado","200","Artes e Humanidades","210","Artes","214","Design","19","12","7","1","18"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6641","Segurança aos Incêndios Urbanos","Mestrado","800","Serviços","860","Serviços de Segurança","861","Protecção de Pessoas e Bens","1","1","0","0","1"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6692","Ciências da Terra","Mestrado","400","Ciências, Matemática e Informática","440","Ciências Físicas","443","Ciências da Terra","2","1","1","0","2"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6693","Energia para a Sustentabilidade","Mestrado","500","Engenharia, Indústrias Transformadoras e Construção","520","Engenharia e Técnicas Afins","522","Electricidade e Energia","6","4","2","1","5"
"500","Universidade de Coimbra","501","Universidade de Coimbra - Faculdade de Ciências e Tecnologia","Continente","Centro","Baixo Mondego","Coimbra","Coimbra","Público","Universitário","6732","Métodos Quantitativos em Finanças","Mestrado","400","Ciências, Matemática e Informática","460","Matemática e Estatística","461","Matemática","3","2","1","0","3"
